Q2,x,y,Sigma,stat,uncor,sys1,sys2,sys3,sys4,sys5,sys6,sys7,sys8,sys9,sys10,sys11,sys12,sys13,sys14,sys15,sys16,sys17,sys18,sys19,sys20,sys21,sys22,sys23,sys24,sys25,sys26,sys27,sys28,sys29,sys30,sys31,sys32,sys33,sys34,sys35,sys36,sys37,sys38,sys39,sys40,sys41,sys42,sys43,sys44,sys45,sys46,sys47,sys48,sys49,sys50,sys51,sys52,sys53,sys54,sys55,sys56,sys57,sys58,sys59,sys60,sys61,sys62,sys63,sys64,sys65,sys66,sys67,sys68,sys69,sys70,sys71,sys72,sys73,sys74,sys75,sys76,sys77,sys78,sys79,sys80,sys81,sys82,sys83,sys84,sys85,sys86,sys87,sys88,sys89,sys90,sys91,sys92,sys93,sys94,sys95,sys96,sys97,sys98,sys99,sys100,sys101,sys102,sys103,sys104,sys105,sys106,sys107,sys108,sys109,sys110,sys111,sys112,sys113,sys114,sys115,sys116,sys117,sys118,sys119,sys120,sys121,sys122,sys123,sys124,sys125,sys126,sys127,sys128,sys129,sys130,sys131,sys132,sys133,sys134,sys135,sys136,sys137,sys138,sys139,sys140,sys141,sys142,sys143,sys144,sys145,sys146,sys147,sys148,sys149,sys150,sys151,sys152,sys153,sys154,sys155,sys156,sys157,sys158,sys159,sys160,sys161,sys162,tot_noproc,delta_rel,delta_1,delta_2,delta_3,delta_4,delta_gp,delta_had
300,0.032,0.092638,0.60799,0.86548,0.57746,0.345,0.071,-0.043,0.438,0.725,-0.181,0,-0.003,0,0.005,-0.03,-0.023,-0.003,-0.004,0.005,0.002,0.019,-0.002,0,0.004,0.012,0.019,0.009,0.012,0.006,0.004,-0.011,0.001,-0.018,0.001,-0.005,-0.014,0.013,-0.017,0.018,0.01,0.003,0.02,-0.016,0.02,0.004,-0.005,0.014,-0.017,-0.025,-0.001,0.005,0.006,-0.008,0.004,-0.005,0.016,-0.004,0.001,-0.001,0.021,-0.002,0,0.017,-0.019,-0.006,-0.01,-0.011,-0.001,-0.045,-0.048,-0.023,-0.006,0.018,-0.068,-0.002,-0.079,0.035,0.024,0.062,0.009,-0.017,0.008,0.003,-0.059,-0.002,-0.019,0.005,-0.012,0.003,0.018,0.022,-0.001,-0.003,0.006,0.016,-0.026,0,0,-0.023,-0.015,-0.005,-0.027,-0.057,-0.015,-0.033,0.032,-0.039,-0.01,-0.025,0.055,-0.053,0.002,-0.001,-0.004,-0.002,0.001,0,0.002,-0.012,0.009,-0.009,0,-0.002,0.014,-0.002,0.046,0.026,-0.053,0.003,-0.006,-0.065,0.039,0.003,-0.078,-0.07,0.04,0.033,-0.002,0.009,0.01,-0.013,-0.032,-0.014,0.071,0.004,-0.033,0.151,-0.019,0.002,0.004,-0.044,0.017,0.017,0.115,0.005,-0.055,-0.064,-0.03,-0.045,0.006,-0.003,-0.004,0,-0.066,0.016,-0.028,1.44848,0.115133,0,-0.0476982,-0.110199,-0.0674353,-0.0477154,-0.0625329
300,0.05,0.059289,0.51723,0.89524,0.57224,0.345,0.071,-0.043,0.438,0.725,-0.181,0,-0.003,0,0.005,-0.031,-0.023,-0.003,-0.004,0.004,0.002,0.02,-0.002,0.001,0.004,0.012,0.02,0.009,0.012,0.006,0.004,-0.01,0.001,-0.019,0.002,-0.004,-0.014,0.011,-0.012,0.008,0.011,0.004,0.019,-0.016,0.018,0.004,-0.004,0.01,-0.018,-0.023,0.002,-0.002,0.007,-0.015,0.007,-0.007,0.015,-0.003,0.003,0.001,0.011,0.015,0.006,0.017,-0.022,-0.005,0.004,-0.012,-0.005,-0.034,-0.035,-0.011,0.007,-0.003,-0.057,0.001,-0.056,0.032,0.02,0.045,0.007,-0.022,0.007,0.002,-0.093,-0.002,-0.018,-0.001,-0.012,0.001,0.017,0.027,-0.001,0.009,0.021,0.037,-0.035,0.01,-0.001,-0.039,-0.004,-0.006,-0.007,-0.052,-0.02,-0.031,0.025,-0.031,-0.013,-0.026,0.049,-0.046,-0.002,0,-0.01,-0.007,0,0.001,-0.001,-0.019,0.007,-0.005,0,-0.004,0.014,-0.003,0.068,0.047,-0.047,0.006,-0.003,-0.056,0.03,-0.008,-0.064,-0.071,0.048,0.034,0.002,-0.008,0.011,-0.004,-0.021,-0.013,0.074,0.002,0.001,0.188,0.02,0.001,0.002,-0.036,0.006,0.056,0.123,0.009,-0.153,-0.123,-0.008,-0.025,-0.044,0.006,0.025,0,-0.081,0.02,-0.006,1.4795,0.106336,-0.00193338,-0.046401,-0.0812018,-0.0870019,-0.0406127,-0.0793221
300,0.08,0.037055,0.43642,0.88167,0.59463,0.345,0.071,-0.043,0.438,0.725,-0.181,0,-0.003,0,0.005,-0.031,-0.023,-0.003,-0.003,0.004,0.002,0.02,-0.002,0,0.005,0.012,0.02,0.008,0.012,0.006,0.004,-0.01,0.001,-0.019,0.003,-0.004,-0.013,0.012,-0.011,0.005,0.011,0.005,0.019,-0.016,0.017,0.005,-0.003,0.008,-0.019,-0.021,0.004,-0.009,0.009,-0.021,0.01,-0.009,0.014,-0.001,0.004,0.004,-0.003,0.038,0.013,0.013,-0.04,-0.005,0.011,-0.014,-0.006,-0.03,-0.029,-0.002,0.02,-0.025,-0.052,-0.002,-0.075,0.036,0.018,0.032,0.007,-0.023,0.009,0.003,-0.074,0.012,0.007,-0.014,-0.007,0,0.029,0.027,-0.001,0.011,0.023,0.043,-0.045,0.009,-0.001,0.026,0.042,-0.002,0.03,-0.043,-0.031,-0.017,0.002,-0.007,-0.014,-0.019,0.022,-0.007,-0.008,0.002,-0.017,-0.021,0,0.005,-0.003,-0.021,0.009,-0.016,0.001,-0.004,0.012,-0.003,0.065,0.027,-0.054,0.002,-0.004,-0.062,0.033,-0.02,-0.082,-0.076,0.046,0.052,0.001,-0.011,0.014,0.002,0.052,0.017,0.05,-0.001,0.038,0.154,0.03,0,0.003,-0.043,0.009,0.043,-0.056,-0.004,0.056,-0.097,0.084,0.052,-0.064,0.01,0.03,0,-0.083,0.02,-0.003,1.46874,0.107694,-0.00229137,-0.0481188,-0.121443,-0.080198,-0.04355,-0.087138
300,0.13,0.022803,0.36568,1.3639,1.7827,0.345,0.071,-0.043,0.438,0.725,-0.181,0,-0.003,0,0.005,-0.03,-0.023,-0.003,-0.004,0.004,0.002,0.019,-0.002,-0.003,0.006,0.012,0.019,0.01,0.015,0.005,0.004,-0.01,0.001,-0.021,0.004,-0.004,-0.014,0.014,-0.013,0.006,0.011,0.005,0.02,-0.015,0.017,0.002,-0.006,0.007,-0.017,-0.016,0.008,-0.013,0.01,-0.027,0.014,-0.011,0.016,-0.002,0.005,0.002,-0.005,0.044,0.015,0.018,-0.026,-0.005,0.007,-0.013,-0.001,-0.046,-0.049,-0.018,0.004,0.002,-0.061,0.011,-0.083,0.04,0.024,0.082,0.008,-0.053,0,0.001,-0.096,0.038,0.042,-0.017,-0.028,-0.023,0.077,0.021,-0.001,0.019,0.035,0.064,-0.051,0.023,-0.001,0.013,0.066,-0.013,-0.013,-0.1,-0.036,-0.017,-0.004,-0.003,-0.02,-0.035,0.06,-0.061,-0.005,-0.002,-0.008,0.03,-0.001,0.006,-0.005,-0.017,0.005,-0.019,0,-0.004,-0.001,-0.001,0.06,0.014,-0.038,0.012,-0.003,-0.047,0.03,-0.008,-0.084,-0.143,0.158,-0.033,-0.002,0.071,0.014,-0.089,-0.024,-0.003,0.054,0.002,-0.014,0.13,-0.02,0.003,0.006,-0.074,0.028,-0.006,-0.064,-0.004,0.039,-0.12,-0.035,-0.07,0.001,-0.003,-0.009,0,-0.07,0.014,-0.139,2.48235,0.29534,0,-0.0437541,-0.350033,-0.0574273,-0.0437685,-0.104013
300,0.18,0.016469,0.31448,1.123,0.68068,0.345,0.071,-0.043,0.438,0.725,-0.181,0,-0.003,0,0.005,-0.03,-0.023,-0.003,-0.004,0.004,0.002,0.019,-0.002,-0.001,0.005,0.012,0.019,0.009,0.013,0.005,0.004,-0.01,0.001,-0.02,0.003,-0.004,-0.014,0.014,-0.01,0.001,0.011,0.005,0.02,-0.015,0.018,0.002,-0.005,0.01,-0.018,-0.022,0.002,-0.005,0.007,-0.023,0.012,-0.011,0.018,0,0.004,0,0.002,0.042,0.012,0.023,-0.037,-0.004,0.024,-0.016,-0.006,-0.04,-0.044,-0.008,0.02,-0.021,-0.073,-0.001,-0.093,0.04,0.023,0.052,0.007,-0.04,0.006,0.002,-0.107,0.044,0.006,-0.021,-0.003,0.008,0.026,0.029,-0.001,0.016,0.024,0.046,-0.073,0.007,-0.001,0.223,0.168,0.014,0.228,0.092,0.046,-0.139,0.087,-0.081,-0.02,-0.033,0.066,-0.053,-0.008,0,-0.015,0.005,0.001,0.012,-0.001,-0.02,0.017,-0.029,0,-0.001,-0.019,0,0.035,0.013,-0.056,0.017,-0.004,-0.066,0.041,0.026,-0.057,-0.13,0.113,0.002,-0.005,0.074,0.092,0.005,0.108,0.038,0.02,0.004,-0.057,-0.056,0.009,0.001,0.002,-0.007,0.019,-0.107,-0.448,-0.025,0.347,-0.127,0.347,0.283,-0.182,0.028,0.091,0,-0.112,0.027,0.056,1.87975,0.302086,-0.00317985,-0.0445179,-0.193971,-0.120834,-0.0445321,-0.066813
300,0.25,0.011858,0.29312,6.7057,9.3947,0.345,0.071,-0.043,0.438,0.725,-0.181,0,-0.003,0.001,0.005,-0.03,-0.023,-0.002,-0.003,0.004,0.003,0.019,0.001,-0.001,0.004,0.012,0.018,0.012,0.016,0.005,0.003,-0.008,-0.001,-0.024,0.005,-0.006,-0.015,0.012,-0.007,-0.004,0.013,0.006,0.022,-0.018,0.019,0.014,-0.002,-0.002,-0.014,0,0.023,-0.025,0.013,-0.035,0.018,-0.007,0.01,-0.003,0.004,0.012,-0.017,0.042,0.018,0.004,-0.024,-0.005,-0.002,-0.009,0.005,-0.048,-0.048,-0.026,-0.014,0.022,-0.022,0.027,-0.084,0.044,0.02,0.138,0.021,0.053,0.01,0.001,-0.079,0.043,0.02,-0.001,-0.02,-0.004,0.069,0.01,-0.002,-0.008,0.006,0.037,-0.025,0.011,-0.001,0.007,-0.015,0.01,-0.035,-0.088,-0.044,0.009,-0.002,-0.01,-0.014,-0.041,0.072,-0.031,-0.002,-0.003,-0.002,0.01,-0.005,-0.055,-0.034,-0.011,0.021,-0.032,0,0,0.165,-0.002,0.476,-0.125,0.001,0.018,-0.007,-0.021,0.027,-0.055,-0.215,-0.351,0.135,-0.22,-0.019,0.246,-0.198,-0.528,-0.203,0.037,0.289,0.025,-0.406,-0.598,0.289,-0.011,-0.013,-0.246,-0.122,0.696,-0.04,-0.001,0.012,0.078,-0.018,0.007,0.011,-0.01,-0.001,0,0.02,-0.005,0.013,11.6784,1.39192,0.00682314,-0.0511736,-0.740311,0,-0.0546112,-0.929624
300,0.4,0.0074111,0.15709,2.1716,3.2849,0.345,0.071,-0.043,0.438,0.725,-0.181,0,-0.003,-0.001,0.005,-0.03,-0.024,0,-0.005,0.006,0.002,0.018,0,-0.002,0.004,0.012,0.013,0.016,0.015,0.004,0.003,-0.014,0.004,-0.019,0.002,-0.004,-0.02,0.008,0.005,-0.015,0.011,0.001,0.022,-0.012,0.027,-0.019,-0.023,0.046,-0.006,-0.041,-0.021,0.053,-0.009,0.023,-0.005,-0.001,0.029,-0.014,-0.007,-0.024,0.079,-0.066,-0.032,0.05,-0.057,-0.005,0.06,-0.013,-0.008,-0.031,-0.043,-0.038,-0.038,0.065,-0.044,0.037,-0.126,0.048,0.035,0.109,0.004,-0.113,-0.008,0.002,-0.139,0.064,0.103,-0.026,-0.049,-0.054,0.151,0.013,0,0.046,0.073,0.095,-0.068,0.057,-0.001,-0.031,0.067,-0.025,-0.096,-0.198,-0.055,0.038,-0.055,0.051,-0.023,-0.03,0.067,-0.029,-0.02,0,-0.014,0.073,0.008,0.021,0.018,0.003,0.041,-0.059,-0.002,0.012,-0.096,0.011,-0.073,-0.044,-0.054,0.075,-0.009,-0.074,0.08,0.217,0.008,-0.297,0.33,-0.298,-0.03,0.409,0.196,-0.193,-0.168,-0.053,0.13,0.045,-0.637,-0.517,-0.213,0.01,0.008,0.029,0.066,-0.474,-0.059,0.008,-0.166,-0.176,-0.003,-0.036,-0.011,-0.016,0,0,-0.05,0.01,-0.097,4.28194,1.10128,0.0127316,-0.0381947,-0.248265,-0.12095,-0.0445803,0.0190937
400,0.0053,0.74577,1.1528,1.8538,1.834,0.345,0.071,-0.043,0.438,0.725,-0.181,0,-0.002,0,0.003,-0.032,-0.021,-0.006,0.003,0.009,0.023,0.024,0.198,-0.03,-0.003,-0.013,0.016,-0.007,0.013,0.007,-0.01,-0.023,0.005,0.001,-0.008,-0.043,-0.021,0.006,-0.002,0.008,0.007,0.002,0.023,-0.014,0.027,0.005,-0.003,0.024,-0.018,-0.04,-0.015,0.027,0.001,0.013,-0.004,-0.003,0.021,-0.008,-0.002,-0.011,0.051,-0.039,-0.014,0.026,-0.028,-0.007,-0.002,-0.013,-0.004,-0.037,-0.038,-0.017,-0.003,0.012,-0.059,-0.001,-0.048,0.031,0.019,0.006,0.009,0.048,0.024,0.009,-0.003,0.015,-0.061,0.024,0.006,0.031,-0.025,0.021,-0.002,-0.022,-0.02,-0.049,-0.011,-0.033,0,0.039,-0.044,0.012,-0.038,-0.038,-0.034,0.005,0.021,-0.033,0,-0.013,0.057,-0.06,0.011,-0.001,0.004,-0.021,0.003,-0.001,0.007,-0.006,0.016,-0.017,0,0.001,0.019,-0.001,0.043,-0.006,-0.052,0.008,-0.007,-0.062,0.04,0.019,-0.064,-0.022,-0.024,0.009,-0.003,0.02,-0.026,-0.058,-0.013,0.002,0.067,0.005,-0.058,0.074,-0.018,0.003,0.005,-0.063,0.029,-0.03,-0.066,-0.003,0.025,-0.12,-0.029,-0.063,-0.001,-0.003,-0.007,0,-0.064,0.013,-0.129,2.80398,0.00867453,0,-0.0433727,0.00867453,-0.0780708,-0.00867453,-0.0347072
400,0.008,0.49407,1.0323,0.93169,0.4664,0.345,0.071,-0.043,0.438,0.725,-0.181,0,-0.003,0.001,0.005,-0.03,-0.023,-0.003,-0.004,0.005,0.001,0.019,-0.006,-0.008,0.011,0.012,0.018,0.009,0.013,0.005,0.005,-0.014,0.004,-0.015,-0.001,-0.004,-0.016,0.006,0.005,-0.015,0.01,0.003,0.019,-0.015,0.024,0.004,-0.005,0.025,-0.02,-0.04,-0.015,0.014,0.006,-0.006,0.008,-0.019,0.037,0.008,0.003,-0.015,0.06,0.012,-0.008,0.069,0.01,-0.007,0.023,-0.023,0.003,-0.083,-0.089,-0.029,0.005,-0.003,-0.046,0.087,0.011,0.045,0.026,0.069,0.018,0.015,0.023,0.01,0.123,0.228,-0.032,0.046,-0.016,0.046,0,-0.003,-0.002,-0.053,-0.066,-0.071,-0.031,-0.051,0,0.204,0.015,-0.004,-0.209,-0.164,-0.006,-0.014,0.06,-0.076,0.004,-0.047,0.151,-0.206,0.031,-0.011,0.037,0.078,0.001,-0.01,0.005,0.015,-0.003,-0.013,0,-0.001,0.015,-0.002,0.017,0.023,-0.077,-0.002,-0.011,-0.093,0.06,0.039,-0.088,-0.038,-0.019,0.043,-0.005,0.011,0.006,0.001,0.009,0.003,0.094,0.009,-0.098,0.073,-0.045,0.003,0.005,-0.04,0.025,-0.045,-0.019,-0.007,0.125,-0.028,0.038,0.012,0.009,-0.004,-0.007,0,-0.064,0.015,-0.034,1.54582,0.290613,0,-0.0387484,-0.561852,-0.154994,-0.164936,0
400,0.013,0.30404,0.86568,0.93437,0.54394,0.345,0.071,-0.043,0.438,0.725,-0.181,0,-0.003,0,0.005,-0.03,-0.023,-0.003,-0.004,0.005,0.002,0.019,-0.003,-0.002,0.006,0.011,0.018,0.01,0.012,0.005,0.004,-0.012,0.003,-0.016,-0.001,-0.004,-0.014,0.008,-0.005,0,0.01,0.003,0.019,-0.016,0.022,0.003,-0.005,0.02,-0.017,-0.032,-0.008,0.013,0.004,-0.005,0.004,-0.009,0.022,-0.001,0.002,-0.006,0.034,-0.002,-0.004,0.03,-0.027,-0.006,0.012,-0.015,-0.005,-0.036,-0.035,-0.009,0.007,-0.008,-0.035,0.021,-0.036,0.034,0.017,-0.027,0.005,0.005,0.023,0.011,0.038,0.127,0.02,0.008,-0.012,0.012,0.042,0.005,-0.002,-0.017,-0.009,-0.002,-0.004,-0.006,0,-0.06,-0.056,-0.009,-0.07,-0.064,0.006,-0.052,0.065,-0.074,-0.003,-0.031,0.092,-0.108,0.013,-0.004,0.01,0.016,0.003,0,0.008,-0.001,0.009,-0.011,0,0,0.005,-0.001,0.012,0.01,-0.068,-0.002,-0.009,-0.079,0.049,0.022,-0.076,-0.02,-0.051,0.055,-0.004,-0.011,-0.009,0.003,-0.033,-0.012,0.083,0.009,-0.096,0.08,-0.033,0.003,0.005,-0.046,0.022,-0.02,0.032,0,0.005,-0.074,0,-0.024,-0.002,-0.002,-0.001,0,-0.069,0.016,-0.045,1.4842,0.103965,0.00115516,-0.0438961,-0.135154,-0.103965,-0.0566291,-0.0127071
400,0.02,0.19763,0.71222,1.0096,0.71926,0.345,0.071,-0.043,0.438,0.725,-0.181,0,-0.003,0.001,0.005,-0.03,-0.023,-0.003,-0.004,0.005,0.002,0.019,-0.003,-0.001,0.005,0.012,0.019,0.009,0.01,0.005,0.004,-0.011,0.002,-0.017,0,-0.004,-0.014,0.01,-0.009,0.006,0.01,0.004,0.02,-0.016,0.022,0.008,-0.003,0.015,-0.018,-0.027,-0.003,0.01,0.002,-0.018,0.009,-0.01,0.02,0.001,0.003,-0.001,0.02,0.016,0.004,0.024,-0.02,-0.006,0.003,-0.014,-0.001,-0.047,-0.049,-0.021,-0.003,0.011,-0.057,0.009,-0.036,0.03,0.018,-0.025,0.004,0.011,0.022,0.011,0.004,0.124,-0.004,0.012,-0.006,0.02,0.025,0.007,-0.002,-0.016,-0.007,-0.009,0.004,-0.007,0,-0.092,-0.079,-0.006,-0.064,-0.047,0.011,-0.057,0.077,-0.086,-0.001,-0.031,0.102,-0.121,0.016,-0.004,0.011,0.011,0.003,-0.001,0.009,-0.001,0.011,-0.008,0,0,0.013,-0.002,0.04,0.023,-0.055,0.001,-0.007,-0.065,0.039,0.016,-0.06,0.012,-0.098,0.066,-0.002,-0.034,-0.018,0.021,0.005,0,0.09,0.009,-0.097,0.064,-0.011,0.002,0.004,-0.042,0.016,-0.006,-0.004,0,-0.015,-0.108,0.026,-0.002,-0.033,0.003,0.015,0,-0.075,0.017,-0.04,1.6101,0.0491421,0,-0.0435259,-0.124961,-0.116537,-0.0337055,-0.0435405
400,0.032,0.12352,0.60799,0.99053,0.63256,0.345,0.071,-0.043,0.438,0.725,-0.181,0,-0.003,0,0.005,-0.031,-0.023,-0.003,-0.004,0.004,0.002,0.019,-0.002,0,0.004,0.012,0.019,0.009,0.013,0.006,0.004,-0.01,0.001,-0.019,0.002,-0.005,-0.014,0.012,-0.015,0.015,0.011,0.004,0.02,-0.016,0.02,0.005,-0.004,0.013,-0.017,-0.025,0,0.004,0.005,-0.012,0.006,-0.006,0.016,-0.003,0.002,0,0.018,0.006,0.003,0.019,-0.015,-0.006,-0.007,-0.012,0,-0.049,-0.054,-0.025,-0.006,0.018,-0.072,0.001,-0.064,0.034,0.023,0.056,0.009,-0.013,0.009,0.004,-0.053,0.017,-0.017,0.001,-0.005,0.01,0.017,0.02,-0.002,-0.006,0.003,0.014,-0.021,0,0,-0.049,-0.037,-0.006,-0.043,-0.06,-0.007,-0.047,0.049,-0.057,-0.01,-0.032,0.08,-0.09,0.007,-0.003,0.001,0.011,0,0,-0.001,-0.012,0.006,-0.012,0,-0.003,0.008,-0.002,0.041,0.024,-0.053,0.005,-0.005,-0.063,0.037,0.001,-0.074,-0.086,0.068,0.019,-0.001,0.019,0.016,-0.023,-0.003,-0.003,0.061,0.003,-0.014,0.136,-0.003,0.002,0.004,-0.046,0.017,0.01,-0.011,-0.001,0.001,-0.106,0.024,-0.005,-0.034,0.004,0.015,0,-0.076,0.018,-0.046,1.54937,0.157897,0,-0.0444086,-0.151318,-0.0805934,-0.0444232,-0.0543004
400,0.05,0.079051,0.51927,0.99477,0.57166,0.345,0.071,-0.043,0.438,0.725,-0.181,0,-0.003,0.001,0.005,-0.031,-0.023,-0.003,-0.004,0.004,0.003,0.02,-0.002,0.004,0.002,0.012,0.02,0.009,0.011,0.006,0.004,-0.01,0.001,-0.019,0.001,-0.004,-0.013,0.01,-0.011,0.007,0.011,0.004,0.019,-0.017,0.019,0.01,0,0.006,-0.018,-0.018,0.007,-0.011,0.011,-0.018,0.009,-0.006,0.009,-0.002,0.004,0.009,-0.009,0.029,0.014,0.001,-0.039,-0.005,0,-0.01,-0.006,-0.016,-0.01,0,0.009,-0.012,-0.03,-0.012,-0.069,0.031,0.015,0.022,0.006,-0.009,0.009,0.002,-0.095,-0.063,-0.035,-0.001,0,0.002,0.002,0.031,-0.001,0.009,0.024,0.028,-0.017,0.009,0,-0.142,-0.073,-0.006,-0.004,-0.025,-0.004,-0.061,0.057,-0.064,-0.012,-0.027,0.064,-0.061,0.002,0,-0.008,-0.017,0,0.001,0,-0.02,0.013,-0.009,0,-0.002,0.011,-0.001,0.047,0.026,-0.035,0.004,-0.002,-0.043,0.024,-0.011,-0.059,-0.077,0.06,0.021,0.001,0.004,0.018,-0.003,0.014,-0.002,0.071,0.003,-0.018,0.153,0.003,0.001,0.003,-0.036,0.012,0.03,0.082,0.006,-0.105,-0.122,-0.004,-0.026,-0.036,0.004,0.016,0,-0.075,0.018,-0.025,1.53865,0.0481445,-0.00192578,-0.0500703,0.0288867,-0.0596992,-0.038526,-0.0770817
400,0.08,0.049407,0.43146,1.0816,0.54019,0.345,0.071,-0.043,0.438,0.725,-0.181,0,-0.003,0.001,0.005,-0.031,-0.023,-0.004,-0.003,0.004,0.003,0.02,-0.002,0.003,0.003,0.012,0.02,0.008,0.01,0.006,0.004,-0.01,0.001,-0.019,0.002,-0.004,-0.013,0.009,-0.007,0.001,0.011,0.004,0.018,-0.017,0.017,0.008,0.001,0.006,-0.019,-0.02,0.005,-0.012,0.012,-0.014,0.006,-0.005,0.009,-0.002,0.004,0.008,-0.006,0.025,0.012,0.002,-0.045,-0.005,0.005,-0.011,-0.009,-0.011,-0.004,0.01,0.023,-0.033,-0.03,-0.016,-0.075,0.033,0.013,0.016,0.007,0,0.011,0.002,-0.075,-0.08,-0.046,-0.006,0.007,0.013,-0.025,0.039,-0.002,0.003,0.009,0.018,-0.049,-0.008,-0.001,0.057,0.036,0.006,0.054,-0.014,-0.051,0.01,-0.019,0.012,-0.012,-0.004,-0.012,0.039,-0.01,0.005,-0.022,-0.06,0.001,0.004,-0.002,-0.025,0.012,-0.009,0.001,-0.004,0.021,-0.003,0.066,0.045,-0.042,0.001,-0.003,-0.05,0.024,-0.029,-0.076,-0.061,0.031,0.055,0.003,-0.031,-0.009,-0.004,0.016,0.004,0.057,-0.001,0.046,0.196,0.032,0,0.003,-0.054,0.008,0.074,0.022,0.002,-0.037,-0.113,0.016,-0.009,-0.044,0.007,0.021,0,-0.08,0.019,-0.031,1.58137,-0.0139063,-0.00231771,-0.0509897,0.0463542,-0.0556251,-0.032454,-0.0811745
400,0.13,0.030404,0.36709,1.1433,0.61017,0.345,0.071,-0.043,0.438,0.725,-0.181,0,-0.003,0,0.005,-0.031,-0.023,-0.003,-0.004,0.004,0.003,0.02,-0.002,0.002,0.003,0.012,0.019,0.009,0.013,0.006,0.004,-0.01,0.001,-0.02,0.002,-0.004,-0.013,0.012,-0.011,0.006,0.011,0.005,0.02,-0.016,0.018,0.007,-0.002,0.006,-0.018,-0.016,0.008,-0.015,0.011,-0.023,0.012,-0.008,0.012,-0.001,0.005,0.007,-0.011,0.041,0.016,0.007,-0.025,-0.005,0.006,-0.011,-0.006,-0.021,-0.017,-0.001,0.013,-0.015,-0.037,-0.008,-0.078,0.034,0.017,0.031,0.005,-0.029,0.006,0.002,-0.129,-0.015,-0.001,-0.019,-0.001,-0.003,0.032,0.028,-0.001,0.017,0.034,0.052,-0.03,0.021,-0.001,-0.111,-0.029,-0.009,0.014,-0.034,-0.002,-0.069,0.052,-0.057,-0.016,-0.033,0.069,-0.067,-0.001,-0.001,-0.009,0,0,0.006,-0.004,-0.02,0.01,-0.018,0,-0.003,0.002,-0.001,0.054,0.028,-0.046,0.009,-0.003,-0.055,0.032,-0.005,-0.074,-0.107,0.089,0.02,-0.002,0.032,0.037,-0.017,0.062,0.024,0.036,0.001,-0.003,0.064,0.013,0.001,0.003,-0.041,0.018,-0.023,-0.249,-0.016,0.221,-0.098,0.177,0.13,-0.094,0.015,0.044,0,-0.091,0.021,-0.01,1.69643,0.168896,-0.00272413,-0.0490343,-0.0653791,-0.0653791,-0.040873,-0.0817795
400,0.18,0.021959,0.32088,1.9386,2.4387,0.345,0.071,-0.043,0.438,0.725,-0.181,0,-0.003,0.001,0.005,-0.03,-0.023,-0.002,-0.004,0.005,0.003,0.019,-0.002,0.002,0.003,0.012,0.017,0.013,0.013,0.004,0.005,-0.011,0.002,-0.02,0.001,-0.004,-0.015,0.005,0.003,-0.013,0.011,0.005,0.022,-0.017,0.023,0.017,0.001,0.004,-0.014,-0.001,0.023,-0.022,0.012,-0.048,0.027,-0.015,0.015,0.004,0.008,0.015,-0.03,0.081,0.03,0.005,-0.016,-0.005,0.007,-0.009,0.008,-0.047,-0.045,-0.038,-0.041,0.061,-0.015,0.015,-0.083,0.038,0.02,0.051,0.007,-0.034,0.007,0.004,-0.066,0.025,0.01,0.002,-0.018,-0.013,0.058,0.017,-0.001,0.004,0.015,0.003,-0.038,-0.004,-0.001,-0.015,0.02,-0.011,-0.076,-0.126,-0.052,0.015,-0.02,0.012,-0.016,-0.018,0.054,-0.033,-0.007,0,-0.007,0.018,0.007,0.012,0.015,-0.007,0.033,-0.036,-0.001,0.007,-0.057,0.007,-0.042,-0.02,-0.041,0.04,-0.007,-0.064,0.061,0.141,-0.015,-0.231,0.276,-0.195,-0.019,0.283,0.157,-0.119,-0.103,-0.04,0.085,0.029,-0.397,-0.24,-0.174,0.009,0.008,0,0.061,-0.337,-0.063,0.003,-0.087,-0.173,-0.016,-0.054,-0.007,-0.011,-0.004,0,-0.063,0.013,-0.122,3.38232,0.589005,0.00934929,-0.0467464,-0.458115,-0.0841436,-0.0311721,0.0218089
